"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ProjectCode.nlogo"
"Demographic Rates"
"12/17/2025 13:32:20:219 +0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","religious-tolerance","linguistic-tolerance","birth-rate","death-rate","viz-mode","rel-focus","lang-focus","[step]","ticks","count households","count households with [religion = ""Muslim""]","count households with [religion = ""Hindu""]","count households with [religion = ""Christian""]","count households with [language = ""Urdu""]","count households with [language = ""Sindhi""]","count households with [language = ""Pashto""]","global-religion-similarity","max [m-muslim] of managers","max [m-hindu] of managers","max [m-christian] of managers","standard-deviation [m-total] of managers"
"4","15","15","20","8","Religion","Muslim","Urdu","84","84","7734","7422","75","225","3753","837","1264","95.43313798378189","1061","10","207","286.9277197132917"
"3","15","5","20","8","Religion","Muslim","Urdu","87","87","8047","7802","93","150","3816","983","1450","96.55110256142106","1108","9","150","326.09341959115585"
"4","15","15","20","8","Religion","Muslim","Urdu","85","85","7849","7534","78","225","3787","851","1296","95.45208991492939","1067","12","210","289.1799765259161"
"3","15","5","20","8","Religion","Muslim","Urdu","88","88","8169","7918","92","157","3859","1000","1484","96.5454646236648","1119","11","150","329.14854008169095"
"4","15","15","20","8","Religion","Muslim","Urdu","86","86","7945","7623","80","229","3843","855","1312","95.38336710518321","1077","9","208","291.5761372109344"
"3","15","5","20","8","Religion","Muslim","Urdu","89","89","8259","8006","93","158","3901","1013","1502","96.58939563988798","1129","10","157","333.50901742813846"
"4","15","15","20","8","Religion","Muslim","Urdu","87","87","8039","7714","81","231","3890","871","1322","95.34429258269562","1091","9","212","295.1396755852645"
"3","15","5","20","8","Religion","Muslim","Urdu","90","90","8368","8110","95","161","3958","1023","1520","96.57036451360231","1143","10","158","338.2482989827235"
"4","15","15","20","8","Religion","Muslim","Urdu","88","88","8149","7822","81","233","3958","883","1333","95.38632934670032","1102","7","215","297.70438137993614"
"3","15","5","20","8","Religion","Muslim","Urdu","91","91","8482","8218","97","165","4015","1034","1551","96.5762497067953","1163","10","161","343.535234752332"
"4","15","15","20","8","Religion","Muslim","Urdu","89","89","8259","7927","83","235","4022","894","1339","95.40375625695565","1116","7","218","300.95334904375727"
"3","15","5","20","8","Religion","Muslim","Urdu","92","92","8590","8323","97","168","4061","1050","1572","96.59348288018022","1179","12","165","348.54446176932055"
"4","15","15","20","8","Religion","Muslim","Urdu","90","90","8356","8022","82","238","4068","907","1341","95.41030002638132","1134","9","220","305.22648293087695"
"3","15","5","20","8","Religion","Muslim","Urdu","93","93","8687","8413","99","173","4101","1065","1590","96.60906307846068","1198","10","168","353.90004497042014"
"4","15","15","20","8","Religion","Muslim","Urdu","91","91","8465","8123","81","247","4116","924","1360","95.40288280007302","1158","9","220","308.2631716675476"
"3","15","5","20","8","Religion","Muslim","Urdu","94","94","8781","8505","102","172","4142","1074","1605","96.59192734971361","1208","11","173","358.4432252834945"
"4","15","15","20","8","Religion","Muslim","Urdu","92","92","8602","8256","82","250","4170","936","1385","95.45999557897069","1171","9","230","310.39629423871054"
"3","15","5","20","8","Religion","Muslim","Urdu","95","95","8877","8590","104","181","4200","1085","1620","96.51828008457058","1220","11","172","362.05317289039186"
"4","15","15","20","8","Religion","Muslim","Urdu","93","93","8699","8347","82","256","4224","939","1390","95.41723765391704","1182","9","230","316.31069775829565"
"3","15","5","20","8","Religion","Muslim","Urdu","96","96","8986","8695","107","182","4246","1099","1649","96.5352547730134","1229","9","181","365.4995372975263"
"4","15","15","20","8","Religion","Muslim","Urdu","94","94","8806","8449","83","260","4272","946","1410","95.41597270016754","1198","8","239","320.4158704954538"
"3","15","5","20","8","Religion","Muslim","Urdu","97","97","9079","8785","108","184","4290","1117","1663","96.52929671523154","1240","11","182","368.64578177201577"
"4","15","15","20","8","Religion","Muslim","Urdu","95","95","8898","8535","84","265","4323","957","1423","95.41379595916378","1214","9","239","323.5495335394486"
"3","15","5","20","8","Religion","Muslim","Urdu","98","98","9154","8855","108","189","4320","1130","1679","96.5489221967728","1257","10","184","374.3333115080398"
"4","15","15","20","8","Religion","Muslim","Urdu","96","96","8986","8617","85","269","4380","964","1432","95.3764356497031","1224","8","243","326.5977918588227"
"3","15","5","20","8","Religion","Muslim","Urdu","99","99","9275","8971","112","190","4382","1148","1700","96.54317765175082","1277","10","189","377.9136568399504"
"4","15","15","20","8","Religion","Muslim","Urdu","97","97","9106","8733","85","273","4428","982","1451","95.3787301654703","1236","7","248","329.58343682604163"
"3","15","5","20","8","Religion","Muslim","Urdu","100","100","9392","9085","113","192","4439","1158","1723","96.55175700410508","1306","10","190","381.87352472891973"
"4","15","15","20","8","Religion","Muslim","Urdu","98","98","9240","8859","87","279","4481","995","1480","95.38711733862525","1257","8","252","334.6332301084434"
"4","15","15","20","8","Religion","Muslim","Urdu","99","99","9379","8993","89","282","4543","1009","1495","95.40023768599757","1271","8","259","339.7038502613018"
"4","15","15","20","8","Religion","Muslim","Urdu","100","100","9464","9075","91","283","4582","1016","1512","95.41360616876037","1293","9","261","346.26128730334165"
